"area_name","pop","area_name_density","density"
"Stephens, TX",9630,"Stephens, TX",10.7
"Sterling, TX",1143,"Sterling, TX",1.2
"Stonewall, TX",1490,"Stonewall, TX",1.6
"Sutton, TX",4128,"Sutton, TX",2.8
"Swisher, TX",7854,"Swisher, TX",8.8
"Tarrant, TX",1809034,"Tarrant, TX",2094.7
"Taylor, TX",131506,"Taylor, TX",143.6
"Terrell, TX",984,"Terrell, TX",0.4
"Terry, TX",12651,"Terry, TX",14.2
"Throckmorton, TX",1641,"Throckmorton, TX",1.8
"Titus, TX",32334,"Titus, TX",79.6
"Tom Green, TX",110224,"Tom Green, TX",72.4
"Travis, TX",1024266,"Travis, TX",1034.4
"Trinity, TX",14585,"Trinity, TX",21
"Tyler, TX",21766,"Tyler, TX",23.5
"Upshur, TX",39309,"Upshur, TX",67.4
"Upton, TX",3355,"Upton, TX",2.7
"Uvalde, TX",26405,"Uvalde, TX",17
"Val Verde, TX",48879,"Val Verde, TX",15.5
"Van Zandt, TX",52579,"Van Zandt, TX",62.4
"Victoria, TX",86793,"Victoria, TX",98.4
"Walker, TX",67861,"Walker, TX",86.5
"Waller, TX",43205,"Waller, TX",84.1
"Ward, TX",10658,"Ward, TX",12.8
"Washington, TX",33718,"Washington, TX",55.8
"Webb, TX",250304,"Webb, TX",74.5
"Wharton, TX",41280,"Wharton, TX",38
"Wheeler, TX",5410,"Wheeler, TX",5.9
"Wichita, TX",131500,"Wichita, TX",209.5
"Wilbarger, TX",13535,"Wilbarger, TX",13.9
"Willacy, TX",22134,"Willacy, TX",37.5
"Williamson, TX",422679,"Williamson, TX",378
"Wilson, TX",42918,"Wilson, TX",53.4
"Winkler, TX",7110,"Winkler, TX",8.5
"Wise, TX",59127,"Wise, TX",65.4
"Wood, TX",41964,"Wood, TX",65
"Yoakum, TX",7879,"Yoakum, TX",9.9
"Young, TX",18550,"Young, TX",20.3
"Zapata, TX",14018,"Zapata, TX",14
"Zavala, TX",11677,"Zavala, TX",9
"UTAH",2763885,"UTAH",33.6
"Beaver, UT",6629,"Beaver, UT",2.6
"Box Elder, UT",49975,"Box Elder, UT",8.7
"Cache, UT",112656,"Cache, UT",96.7
"Carbon, UT",21403,"Carbon, UT",14.5
"Daggett, UT",1059,"Daggett, UT",1.5
"Davis, UT",306479,"Davis, UT",1025.8
"Duchesne, UT",18607,"Duchesne, UT",5.7
"Emery, UT",10976,"Emery, UT",2.5
"Garfield, UT",5172,"Garfield, UT",1
"Grand, UT",9225,"Grand, UT",2.5
"Iron, UT",46163,"Iron, UT",14
"Juab, UT",10246,"Juab, UT",3
"Kane, UT",7125,"Kane, UT",1.8
"Millard, UT",12503,"Millard, UT",1.9
"Morgan, UT",9469,"Morgan, UT",15.5
"Piute, UT",1556,"Piute, UT",2.1
"Rich, UT",2264,"Rich, UT",2.2
"Salt Lake, UT",1029655,"Salt Lake, UT",1387.1
"San Juan, UT",14746,"San Juan, UT",1.9
"Sanpete, UT",27822,"Sanpete, UT",17.5
"Sevier, UT",20802,"Sevier, UT",10.9
"Summit, UT",36324,"Summit, UT",19.4
"Tooele, UT",58218,"Tooele, UT",8.4
"Uintah, UT",32588,"Uintah, UT",7.3
"Utah, UT",516564,"Utah, UT",257.8
"Wasatch, UT",23530,"Wasatch, UT",20
"Washington, UT",138115,"Washington, UT",56.9
"Wayne, UT",2778,"Wayne, UT",1.1
"Weber, UT",231236,"Weber, UT",401.4
"VERMONT",625741,"VERMONT",67.9
"Addison, VT",36821,"Addison, VT",48
"Bennington, VT",37125,"Bennington, VT",55
"Caledonia, VT",31227,"Caledonia, VT",48.1
"Chittenden, VT",156545,"Chittenden, VT",291.7
"Essex, VT",6306,"Essex, VT",9.5
"Franklin, VT",47746,"Franklin, VT",75.3
"Grand Isle, VT",6970,"Grand Isle, VT",85.2
"Lamoille, VT",24475,"Lamoille, VT",53.3
"Orange, VT",28936,"Orange, VT",42.1
"Orleans, VT",27231,"Orleans, VT",39.3
"Rutland, VT",61642,"Rutland, VT",66.3
"Washington, VT",59534,"Washington, VT",86.6
"Windham, VT",44513,"Windham, VT",56.7
"Windsor, VT",56670,"Windsor, VT",58.5
"VIRGINIA",8001024,"VIRGINIA",202.6
"Accomack, VA",33164,"Accomack, VA",73.8
"Albemarle, VA",98970,"Albemarle, VA",137.3
"Alleghany, VA",16250,"Alleghany, VA",36.5
"Amelia, VA",12690,"Amelia, VA",35.7
"Amherst, VA",32353,"Amherst, VA",68.3
"Appomattox, VA",14973,"Appomattox, VA",44.9
"Arlington, VA",207627,"Arlington, VA",7993.6
"Augusta, VA",73750,"Augusta, VA",76.3
"Bath, VA",4731,"Bath, VA",8.9
"Bedford, VA",68676,"Bedford, VA",91.2
"Bland, VA",6824,"Bland, VA",19.1
"Botetourt, VA",33148,"Botetourt, VA",61.2
"Brunswick, VA",17434,"Brunswick, VA",30.8
"Buchanan, VA",24098,"Buchanan, VA",47.9
"Buckingham, VA",17146,"Buckingham, VA",29.6
"Campbell, VA",54842,"Campbell, VA",108.8
"Caroline, VA",28545,"Caroline, VA",54.1
"Carroll, VA",30042,"Carroll, VA",63.3
"Charles City, VA",7256,"Charles City, VA",39.7
"Charlotte, VA",12586,"Charlotte, VA",26.5
"Chesterfield, VA",316236,"Chesterfield, VA",747.1
"Clarke, VA",14034,"Clarke, VA",79.7
"Craig, VA",5190,"Craig, VA",15.7
"Culpeper, VA",46689,"Culpeper, VA",123.1
"Cumberland, VA",10052,"Cumberland, VA",33.8
"Dickenson, VA",15903,"Dickenson, VA",48.1
"Dinwiddie, VA",28001,"Dinwiddie, VA",55.6
"Essex, VA",11151,"Essex, VA",43.4
"Fairfax, VA",1081726,"Fairfax, VA",2766.8
"Fauquier, VA",65203,"Fauquier, VA",100.7
"Floyd, VA",15279,"Floyd, VA",40.2
"Fluvanna, VA",25691,"Fluvanna, VA",89.8
"Franklin, VA",56159,"Franklin, VA",81.3
"Frederick, VA",78305,"Frederick, VA",189.4
"Giles, VA",17286,"Giles, VA",48.6
"Gloucester, VA",36858,"Gloucester, VA",169.2
"Goochland, VA",21717,"Goochland, VA",77.2
"Grayson, VA",15533,"Grayson, VA",35.1
"Greene, VA",18403,"Greene, VA",117.8
"Greensville, VA",12243,"Greensville, VA",41.5
"Halifax, VA",36241,"Halifax, VA",44.3
"Hanover, VA",99863,"Hanover, VA",213.1
"Henrico, VA",306935,"Henrico, VA",1313.4
"Henry, VA",54151,"Henry, VA",141.6
"Highland, VA",2321,"Highland, VA",5.6
"Isle of Wight, VA",35270,"Isle of Wight, VA",111.8
"James City, VA",67009,"James City, VA",470.4
"King and Queen, VA",6945,"King and Queen, VA",22
"King George, VA",23584,"King George, VA",131.3
"King William, VA",15935,"King William, VA",58.2
"Lancaster, VA",11391,"Lancaster, VA",85.5
"Lee, VA",25587,"Lee, VA",58.8
"Loudoun, VA",312311,"Loudoun, VA",605.8
"Louisa, VA",33153,"Louisa, VA",66.8
"Lunenburg, VA",12914,"Lunenburg, VA",29.9
"Madison, VA",13308,"Madison, VA",41.5
"Mathews, VA",8978,"Mathews, VA",104.5
"Mecklenburg, VA",32727,"Mecklenburg, VA",52.3
"Middlesex, VA",10959,"Middlesex, VA",84.1
"Montgomery, VA",94392,"Montgomery, VA",243.9
"Nelson, VA",15020,"Nelson, VA",31.9
"New Kent, VA",18429,"New Kent, VA",87.9
"Northampton, VA",12389,"Northampton, VA",58.5
"Northumberland, VA",12330,"Northumberland, VA",64.5
"Nottoway, VA",15853,"Nottoway, VA",50.4
"Orange, VA",33481,"Orange, VA",98.2
"Page, VA",24042,"Page, VA",77.3
"Patrick, VA",18490,"Patrick, VA",38.3
"Pittsylvania, VA",63506,"Pittsylvania, VA",65.5
"Powhatan, VA",28046,"Powhatan, VA",107.8
"Prince Edward, VA",23368,"Prince Edward, VA",66.8
"Prince George, VA",35725,"Prince George, VA",134.7
"Prince William, VA",402002,"Prince William, VA",1195
"Pulaski, VA",34872,"Pulaski, VA",109
"Rappahannock, VA",7373,"Rappahannock, VA",27.7
"Richmond, VA",9254,"Richmond, VA",48.3
"Roanoke, VA",92376,"Roanoke, VA",368.7
"Rockbridge, VA",22307,"Rockbridge, VA",37.3
"Rockingham, VA",76314,"Rockingham, VA",89.9
"Russell, VA",28897,"Russell, VA",61
"Scott, VA",23177,"Scott, VA",43.3
"Shenandoah, VA",41993,"Shenandoah, VA",82.5
"Smyth, VA",32208,"Smyth, VA",71.4
"Southampton, VA",18570,"Southampton, VA",31
"Spotsylvania, VA",122397,"Spotsylvania, VA",304.9
"Stafford, VA",128961,"Stafford, VA",479.5
"Surry, VA",7058,"Surry, VA",25.3
"Sussex, VA",12087,"Sussex, VA",24.7
"Tazewell, VA",45078,"Tazewell, VA",86.9
"Warren, VA",37575,"Warren, VA",176
"Washington, VA",54876,"Washington, VA",97.8
"Westmoreland, VA",17454,"Westmoreland, VA",76.1
"Wise, VA",41452,"Wise, VA",102.8
"Wythe, VA",29235,"Wythe, VA",63.3
"York, VA",65464,"York, VA",624.8
"Alexandria, VA",139966,"Alexandria, VA",9314.3
"Bedford, VA",6222,"Bedford, VA",904.6
"Bristol, VA",17835,"Bristol, VA",1370.6
"Buena Vista, VA",6650,"Buena Vista, VA",991.9
"Charlottesville, VA",43475,"Charlottesville, VA",4246.4
"Chesapeake, VA",222209,"Chesapeake, VA",652
"Clifton Forge, VA",0,"Clifton Forge, VA",0
"Colonial Heights, VA",17411,"Colonial Heights, VA",2315.3
"Covington, VA",5961,"Covington, VA",1090.2
"Danville, VA",43055,"Danville, VA",1002.8
"Emporia, VA",5927,"Emporia, VA",859.7
"Fairfax, VA",22565,"Fairfax, VA",3616.8
"Falls Church, VA",12332,"Falls Church, VA",6169.1
"Franklin, VA",8582,"Franklin, VA",1045.8
"Fredericksburg, VA",24286,"Fredericksburg, VA",2326.2
"Galax, VA",7042,"Galax, VA",854.6
"Hampton, VA",137436,"Hampton, VA",2673.2
"Harrisonburg, VA",48914,"Harrisonburg, VA",2808.2
"Hopewell, VA",22591,"Hopewell, VA",2198
"Lexington, VA",7042,"Lexington, VA",2820.2
"Lynchburg, VA",75568,"Lynchburg, VA",1538.2
"Manassas, VA",37821,"Manassas, VA",3827.6
"Manassas Park, VA",14273,"Manassas Park, VA",5632.6
"Martinsville, VA",13821,"Martinsville, VA",1261.5
"Newport News, VA",180719,"Newport News, VA",2630
"Norfolk, VA",242803,"Norfolk, VA",4486.4
"Norton, VA",3958,"Norton, VA",529.1
"Petersburg, VA",32420,"Petersburg, VA",1413.7
"Poquoson, VA",12150,"Poquoson, VA",793.2
"Portsmouth, VA",95535,"Portsmouth, VA",2838.8
"Radford, VA",16408,"Radford, VA",1662.1
"Richmond, VA",204214,"Richmond, VA",3414.7
"Roanoke, VA",97032,"Roanoke, VA",2279.8
"Salem, VA",24802,"Salem, VA",1717.9
"South Boston, VA",0,"South Boston, VA",0
"Staunton, VA",23746,"Staunton, VA",1188.8
"Suffolk, VA",84585,"Suffolk, VA",211.4
"Virginia Beach, VA",437994,"Virginia Beach, VA",1758.9
"Waynesboro, VA",21006,"Waynesboro, VA",1396.8
"Williamsburg, VA",14068,"Williamsburg, VA",1559.3
"Winchester, VA",26203,"Winchester, VA",2838
"WASHINGTON",6724540,"WASHINGTON",101.2
"Adams, WA",18728,"Adams, WA",9.7
"Asotin, WA",21623,"Asotin, WA",34
"Benton, WA",175177,"Benton, WA",103
"Chelan, WA",72453,"Chelan, WA",24.8
"Clallam, WA",71404,"Clallam, WA",41.1
"Clark, WA",425363,"Clark, WA",676.2
"Columbia, WA",4078,"Columbia, WA",4.7
"Cowlitz, WA",102410,"Cowlitz, WA",89.8
"Douglas, WA",38431,"Douglas, WA",21.1
"Ferry, WA",7551,"Ferry, WA",3.4
"Franklin, WA",78163,"Franklin, WA",62.9
"Garfield, WA",2266,"Garfield, WA",3.2
"Grant, WA",89120,"Grant, WA",33.3
"Grays Harbor, WA",72797,"Grays Harbor, WA",38.3
"Island, WA",78506,"Island, WA",376.6
"Jefferson, WA",29872,"Jefferson, WA",16.6
"King, WA",1931249,"King, WA",912.9
"Kitsap, WA",251133,"Kitsap, WA",635.9
"Kittitas, WA",40915,"Kittitas, WA",17.8
"Klickitat, WA",20318,"Klickitat, WA",10.9
"Lewis, WA",75455,"Lewis, WA",31.4
"Lincoln, WA",10570,"Lincoln, WA",4.6
"Mason, WA",60699,"Mason, WA",63.3
"Okanogan, WA",41120,"Okanogan, WA",7.8
"Pacific, WA",20920,"Pacific, WA",22.4
"Pend Oreille, WA",13001,"Pend Oreille, WA",9.3
"Pierce, WA",795225,"Pierce, WA",476.3
"San Juan, WA",15769,"San Juan, WA",90.7
"Skagit, WA",116901,"Skagit, WA",67.5
"Skamania, WA",11066,"Skamania, WA",6.7
"Snohomish, WA",713335,"Snohomish, WA",341.8
"Spokane, WA",471221,"Spokane, WA",267.2
"Stevens, WA",43531,"Stevens, WA",17.6
"Thurston, WA",252264,"Thurston, WA",349.4
"Wahkiakum, WA",3978,"Wahkiakum, WA",15.1
"Walla Walla, WA",58781,"Walla Walla, WA",46.3
"Whatcom, WA",201140,"Whatcom, WA",95.5
"Whitman, WA",44776,"Whitman, WA",20.7
"Yakima, WA",243231,"Yakima, WA",56.6
"WEST VIRGINIA",1852994,"WEST VIRGINIA",77.1
"Barbour, WV",16589,"Barbour, WV",48.6
"Berkeley, WV",104169,"Berkeley, WV",324.4
"Boone, WV",24629,"Boone, WV",49.1
"Braxton, WV",14523,"Braxton, WV",28.4
"Brooke, WV",24069,"Brooke, WV",269.8
"Cabell, WV",96319,"Cabell, WV",342.8
"Calhoun, WV",7627,"Calhoun, WV",27.3
"Clay, WV",9386,"Clay, WV",27.5
"Doddridge, WV",8202,"Doddridge, WV",25.7
"Fayette, WV",46039,"Fayette, WV",69.6
"Gilmer, WV",8693,"Gilmer, WV",25.7
"Grant, WV",11937,"Grant, WV",25
"Greenbrier, WV",35480,"Greenbrier, WV",34.8
"Hampshire, WV",23964,"Hampshire, WV",37.4
"Hancock, WV",30676,"Hancock, WV",371.3
"Hardy, WV",14025,"Hardy, WV",24.1
"Harrison, WV",69099,"Harrison, WV",166.1
"Jackson, WV",29211,"Jackson, WV",62.9
"Jefferson, WV",53498,"Jefferson, WV",255.2
"Kanawha, WV",193063,"Kanawha, WV",214.1
"Lewis, WV",16372,"Lewis, WV",42.5
"Lincoln, WV",21720,"Lincoln, WV",49.7
"Logan, WV",36743,"Logan, WV",81
"McDowell, WV",22113,"McDowell, WV",41.5
"Marion, WV",56418,"Marion, WV",182.7
"Marshall, WV",33107,"Marshall, WV",108.4
"Mason, WV",27324,"Mason, WV",63.4
"Mercer, WV",62264,"Mercer, WV",148.6
"Mineral, WV",28212,"Mineral, WV",86.1
"Mingo, WV",26839,"Mingo, WV",63.4
"Monongalia, WV",96189,"Monongalia, WV",267.1
"Monroe, WV",13502,"Monroe, WV",28.6
"Morgan, WV",17541,"Morgan, WV",76.6
"Nicholas, WV",26233,"Nicholas, WV",40.6
"Ohio, WV",44443,"Ohio, WV",420
"Pendleton, WV",7695,"Pendleton, WV",11.1
"Pleasants, WV",7605,"Pleasants, WV",58.5
"Pocahontas, WV",8719,"Pocahontas, WV",9.3
"Preston, WV",33520,"Preston, WV",51.7
"Putnam, WV",55486,"Putnam, WV",160.5
"Raleigh, WV",78859,"Raleigh, WV",130.3
"Randolph, WV",29405,"Randolph, WV",28.3
"Ritchie, WV",10449,"Ritchie, WV",23.1
"Roane, WV",14926,"Roane, WV",30.9
"Summers, WV",13927,"Summers, WV",38.6
"Taylor, WV",16895,"Taylor, WV",97.8
"Tucker, WV",7141,"Tucker, WV",17
"Tyler, WV",9208,"Tyler, WV",35.9
"Upshur, WV",24254,"Upshur, WV",68.4
"Wayne, WV",42481,"Wayne, WV",84
"Webster, WV",9154,"Webster, WV",16.5
"Wetzel, WV",16583,"Wetzel, WV",46.3
"Wirt, WV",5717,"Wirt, WV",24.6
"Wood, WV",86956,"Wood, WV",237.4
"Wyoming, WV",23796,"Wyoming, WV",47.6
"WISCONSIN",5686986,"WISCONSIN",105
"Adams, WI",20875,"Adams, WI",32.3
"Ashland, WI",16157,"Ashland, WI",15.5
"Barron, WI",45870,"Barron, WI",53.2
"Bayfield, WI",15014,"Bayfield, WI",10.2
"Brown, WI",248007,"Brown, WI",468.2
"Buffalo, WI",13587,"Buffalo, WI",20.2
"Burnett, WI",15457,"Burnett, WI",18.8
"Calumet, WI",48971,"Calumet, WI",153.9
"Chippewa, WI",62415,"Chippewa, WI",61.9
"Clark, WI",34690,"Clark, WI",28.7
"Columbia, WI",56833,"Columbia, WI",74.2
"Crawford, WI",16644,"Crawford, WI",29.2
"Dane, WI",488073,"Dane, WI",407.7
"Dodge, WI",88759,"Dodge, WI",101.4
"Door, WI",27785,"Door, WI",57.6
"Douglas, WI",44159,"Douglas, WI",33.9
"Dunn, WI",43857,"Dunn, WI",51.6
"Eau Claire, WI",98736,"Eau Claire, WI",154.8
"Florence, WI",4423,"Florence, WI",9.1
"Fond du Lac, WI",101633,"Fond du Lac, WI",141.2
"Forest, WI",9304,"Forest, WI",9.2
"Grant, WI",51208,"Grant, WI",44.7
"Green, WI",36842,"Green, WI",63.1
"Green Lake, WI",19051,"Green Lake, WI",54.5
"Iowa, WI",23687,"Iowa, WI",31.1
"Iron, WI",5916,"Iron, WI",7.8
"Jackson, WI",20449,"Jackson, WI",20.7
"Jefferson, WI",83686,"Jefferson, WI",150.4
"Juneau, WI",26664,"Juneau, WI",34.8
"Kenosha, WI",166426,"Kenosha, WI",611.9
"Kewaunee, WI",20574,"Kewaunee, WI",60.1
"La Crosse, WI",114638,"La Crosse, WI",253.8
"Lafayette, WI",16836,"Lafayette, WI",26.6
"Langlade, WI",19977,"Langlade, WI",22.9
"Lincoln, WI",28743,"Lincoln, WI",32.7
"Manitowoc, WI",81442,"Manitowoc, WI",138.3
"Marathon, WI",134063,"Marathon, WI",86.8
"Marinette, WI",41749,"Marinette, WI",29.8
"Marquette, WI",15404,"Marquette, WI",33.8
"Menominee, WI",4232,"Menominee, WI",11.8
"Milwaukee, WI",947735,"Milwaukee, WI",3926
"Monroe, WI",44673,"Monroe, WI",49.6
"Oconto, WI",37660,"Oconto, WI",37.7
"Oneida, WI",35998,"Oneida, WI",32.3
"Outagamie, WI",176695,"Outagamie, WI",277.2
"Ozaukee, WI",86395,"Ozaukee, WI",370.7
"Pepin, WI",7469,"Pepin, WI",32.2
"Pierce, WI",41019,"Pierce, WI",71.5
"Polk, WI",44205,"Polk, WI",48.4
"Portage, WI",70019,"Portage, WI",87.4
"Price, WI",14159,"Price, WI",11.3
"Racine, WI",195408,"Racine, WI",587.7
"Richland, WI",18021,"Richland, WI",30.7
"Rock, WI",160331,"Rock, WI",223.3
"Rusk, WI",14755,"Rusk, WI",16.2
"St. Croix, WI",84345,"St. Croix, WI",116.8
"Sauk, WI",61976,"Sauk, WI",74.6
"Sawyer, WI",16557,"Sawyer, WI",13.2
"Shawano, WI",41949,"Shawano, WI",47
"Sheboygan, WI",115507,"Sheboygan, WI",225.9
"Taylor, WI",20689,"Taylor, WI",21.2
"Trempealeau, WI",28816,"Trempealeau, WI",39.3
"Vernon, WI",29773,"Vernon, WI",37.6
"Vilas, WI",21430,"Vilas, WI",25
"Walworth, WI",102228,"Walworth, WI",184.2
"Washburn, WI",15911,"Washburn, WI",20
"Washington, WI",131887,"Washington, WI",306.2
"Waukesha, WI",389891,"Waukesha, WI",709.4
"Waupaca, WI",52410,"Waupaca, WI",70.1
"Waushara, WI",24496,"Waushara, WI",39.1
"Winnebago, WI",166994,"Winnebago, WI",384.3
"Wood, WI",74749,"Wood, WI",94.2
"WYOMING",563626,"WYOMING",5.8
"Albany, WY",36299,"Albany, WY",8.5
"Big Horn, WY",11668,"Big Horn, WY",3.7
"Campbell, WY",46133,"Campbell, WY",9.6
"Carbon, WY",15885,"Carbon, WY",2
"Converse, WY",13833,"Converse, WY",3.3
"Crook, WY",7083,"Crook, WY",2.5
"Fremont, WY",40123,"Fremont, WY",4.4
"Goshen, WY",13249,"Goshen, WY",6
"Hot Springs, WY",4812,"Hot Springs, WY",2.4
"Johnson, WY",8569,"Johnson, WY",2.1
"Laramie, WY",91738,"Laramie, WY",34.2
"Lincoln, WY",18106,"Lincoln, WY",4.4
"Natrona, WY",75450,"Natrona, WY",14.1
"Niobrara, WY",2484,"Niobrara, WY",0.9
"Park, WY",28205,"Park, WY",4.1
"Platte, WY",8667,"Platte, WY",4.2
"Sheridan, WY",29116,"Sheridan, WY",11.5
"Sublette, WY",10247,"Sublette, WY",2.1
"Sweetwater, WY",43806,"Sweetwater, WY",4.2
"Teton, WY",21294,"Teton, WY",5.3
"Uinta, WY",21118,"Uinta, WY",10.1
"Washakie, WY",8533,"Washakie, WY",3.8
"Weston, WY",7208,"Weston, WY",3
